Bo_Age,Ln_Orig,Orig_LTV_Ratio_Pct,Credit_score,First_home,Tot_mthly_debt_exp,Tot_mthly_incm,pur_prc_amt,DTI Ratio,OUTCOME,Median_state_inc
37,147658,95,702,N,2651,8962,212000,0.295805,non-default,"43,988"
37,132000,77,766,N,2894,6972,212000,0.415089,non-default,"42,617"
29,137750,95,668,N,773,5025,84900,0.153841,non-default,"42,590"
37,74900,100,636,Y,2709,6735,187500,0.402227,non-default,"55,970"
31,71100,100,767,N,3588,5887,233000,0.609479,non-default,"39,000"
27,191000,100,660,N,1889,4782,191000,0.395023,non-default,"44,228"
37,168625,95,690,N,1338,8576,188000,0.156017,non-default,"40,171"
34,360000,80,720,N,1322,2456,83507,0.538274,non-default,"41,275"
36,162900,95,689,Y,1031,2565,57900,0.401949,non-default,"53,275"
49,81360,90,600,N,1682,3773,129900,0.445799,non-default,"45,787"
26,97500,100,760,N,1831,5130,221000,0.35692,non-default,"49,894"
40,157170,93,717,N,919,3292,95900,0.279162,non-default,"43,217"
28,95900,100,684,N,663,3501,99500,0.189374,non-default,"47,220"
24,32000,100,716,N,3356,7600,340000,0.441579,non-default,"49,894"
37,175000,64,769,N,4842,9499,212000,0.509738,non-default,"44,286"
26,177000,100,700,Y,2051,4552,185000,0.450571,non-default,"40,171"
19,89000,100,674,Y,2738,4978,318876,0.55002,non-default,"49,894"
29,185400,90,747,Y,827,2574,73000,0.32129,non-default,"43,003"
39,269550,90,628,N,935,2080,92900,0.449519,non-default,"39,000"
39,75900,95,675,N,1522,3382,148900,0.45003,non-default,"50,152"
25,110500,100,726,Y,2595,5833,139500,0.444883,non-default,"38,550"
37,180000,100,772,N,837,4200,95000,0.199286,non-default,"38,550"
27,109300,100,767,N,2217,5364,203900,0.413311,non-default,"41,275"
43,138600,90,669,N,1103,6339,138600,0.174002,non-default,"56,763"
76,75000,56,739,N,930,3016,128500,0.308355,non-default,"43,217"
39,219000,100,652,Y,2357,4639,186000,0.508084,non-default,"45,787"
28,152780,100,793,Y,1482,4800,160000,0.30875,non-default,"55,970"
43,240000,64,720,N,3289,11304,267000,0.290959,non-default,"48,688"
37,250000,100,660,Y,630,1452,99500,0.433884,non-default,"49,894"
29,174250,85,655,Y,1455,3120,125000,0.466346,non-default,"40,171"
31,251480,100,732,N,1233,5025,226000,0.245389,non-default,"42,617"
51,118750,95,707,N,0,6808,118750,0,non-default,"42,590"
23,129780,100,714,N,1366,5590,85000,0.244365,non-default,"44,476"
36,179950,80,666,N,0,5025,180000,0,non-default,"39,000"
49,195000,87,662,N,2052,5025,68500,0.408384,non-default,"41,275"
35,77110,97,716,N,1786,5094,169000,0.350609,non-default,"42,590"
29,111150,95,706,N,1268,3083,72500,0.411288,non-default,"44,160"
32,269143,98,559,N,895,1585,75000,0.564669,non-default,"38,111"
47,149900,100,687,N,1347,6283,191000,0.214388,non-default,"49,894"
37,151900,100,564,Y,3253,9701,288500,0.335326,non-default,"44,228"
36,135850,95,673,N,1840,5000,228000,0.368,non-default,"44,228"
25,82080,90,672,N,2203,5025,285000,0.438436,non-default,"51,022"
21,127100,97,764,N,1577,4680,169183,0.336966,non-default,"40,171"
30,115200,80,709,N,1130,3900,164900,0.289744,non-default,"44,476"
51,217800,100,749,N,3309,5025,190000,0.658549,non-default,"55,970"
50,296700,95,523,Y,623,1658,75000,0.375754,default,"44,160"
27,140000,97,705,N,1564,5770,290000,0.271057,non-default,"44,476"
34,161469,95,670,Y,939,2349,85000,0.399745,non-default,"42,590"
37,160000,70,667,Y,917,2123,89000,0.431936,non-default,"40,171"
37,299000,100,685,N,0,5025,232600,0,non-default,"53,275"
38,308000,80,722,N,3328,5025,340000,0.66233,non-default,"45,787"
35,269450,98,562,Y,1314,2905,97900,0.452324,non-default,"38,111"
31,157700,95,674,N,1335,3750,145000,0.356,non-default,"46,984"
30,135379,80,702,N,2107,4167,250000,0.50564,non-default,"45,787"
39,120000,80,645,N,1907,3856,205850,0.494554,non-default,"52,354"
39,137710,100,628,N,2509,5433,273005,0.461807,non-default,"56,763"
25,144400,99,750,N,1228,5042,143500,0.243554,non-default,"41,275"
33,83500,100,717,N,2799,5976,128000,0.468373,non-default,"44,476"
32,218223,102,590,Y,1337,3364,118000,0.397444,non-default,"53,275"
47,98900,97,643,N,2285,4981,148375,0.458743,non-default,"44,160"
57,94500,90,753,N,2206,5796,140000,0.380607,non-default,"39,000"
37,255000,100,736,N,711,2129,70000,0.33396,non-default,"38,550"
37,159860,100,782,N,767,2622,103500,0.292525,non-default,"43,217"
44,156000,100,758,Y,1231,2000,105000,0.6155,default,"53,275"
29,88000,100,674,N,1834,4716,162000,0.388889,non-default,"45,787"
44,466900,102,624,N,1740,5025,159000,0.34629,non-default,"40,171"
34,75000,100,679,N,1383,6000,172000,0.2305,non-default,"39,326"
40,124900,79,656,Y,3642,11950,311305,0.30477,non-default,"43,217"
31,70000,100,648,N,1984,6200,171710,0.32,non-default,"44,623"
31,272900,100,655,Y,2106,4548,104500,0.463061,non-default,"41,275"
59,52283,97,623,N,2573,8300,251000,0.31,non-default,"56,763"
51,165952,102,682,N,628,1972,85900,0.318458,non-default,"33,659"
34,67900,100,598,Y,1946,5505,275914,0.353497,non-default,"48,688"
37,300000,74,609,N,1978,8688,283900,0.22767,default,"50,614"
37,180975,95,610,Y,615,1963,90000,0.313296,non-default,"40,171"
52,65700,90,706,N,1866,5375,226123,0.347163,non-default,"49,894"
37,259000,70,697,N,0,9333,435000,0,non-default,"44,228"
56,160350,95,690,N,1693,3916,197242,0.432329,non-default,"39,000"
32,133247,100,709,N,2909,6486,239950,0.448504,non-default,"48,688"
37,283765,95,762,N,1791,3849,176083,0.465316,non-default,"46,984"
35,139900,90,707,Y,1831,4221,112000,0.433783,non-default,"39,395"
32,266550,98,727,N,1569,5193,235000,0.302137,non-default,"49,894"
40,94300,80,721,N,0,5126,90000,0,non-default,"44,228"
21,45000,100,670,N,3310,8250,340000,0.401212,non-default,"56,772"
23,105450,95,800,N,529,6583,89600,0.080358,non-default,"55,914"
23,144000,90,779,N,1046,3209,85500,0.325958,non-default,"48,688"
44,113905,95,699,N,1989,3750,185000,0.5304,non-default,"43,217"
45,110000,76,652,N,1347,3207,90000,0.420019,non-default,"50,152"
27,113500,100,651,N,626,4914,77900,0.127391,non-default,"38,550"
32,150000,100,689,N,521,5000,59000,0.1042,non-default,"38,550"
43,69500,93,759,Y,1618,4694,169610,0.344695,non-default,"43,217"
25,171000,95,698,N,1119,3697,178500,0.302678,non-default,"48,688"
41,175400,90,747,N,1117,2947,112400,0.37903,non-default,"44,160"
47,156750,95,606,Y,1753,3922,166940,0.446966,non-default,"56,772"
46,92000,100,628,N,1742,5020,119000,0.347012,non-default,"43,988"
37,95000,95,742,N,1874,2887,118000,0.649117,default,"41,275"
41,126000,100,588,N,1793,3208,147000,0.558915,non-default,"45,787"
44,132000,100,686,N,1872,6736,262000,0.27791,non-default,"48,688"
54,200000,100,750,Y,1809,4000,137800,0.45225,non-default,"40,171"
60,63700,95,691,N,1228,5016,200228,0.244817,non-default,"46,984"
26,89000,100,772,N,2670,8378,265000,0.318692,non-default,"51,022"
48,200000,100,705,N,1728,5934,109900,0.291203,non-default,"44,228"
37,72750,97,675,N,1304,6500,150000,0.200615,non-default,"41,275"
40,193700,95,735,N,1266,3233,70000,0.391587,non-default,"48,688"
37,108000,100,617,Y,1313,5025,162000,0.26131,non-default,"50,614"
37,111750,100,683,N,1392,6200,111750,0.224516,non-default,"55,914"
37,116250,75,719,N,928,1690,74000,0.549112,non-default,"45,787"
37,159500,80,618,N,4287,9532,256890,0.449748,non-default,"37,587"
30,207100,95,653,N,908,1317,57715,0.689446,non-default,"40,171"
48,80750,95,778,N,0,7296,87000,0,non-default,"42,590"
37,135400,88,644,Y,1128,3051,124900,0.369715,non-default,"43,217"
29,160000,80,738,N,651,2246,74000,0.289849,non-default,"44,286"
41,255000,100,579,Y,725,1560,71000,0.464744,non-default,"40,171"
22,93000,100,761,Y,2021,6732,280000,0.300208,non-default,"44,286"
26,142500,100,701,N,2214,5201,223650,0.425687,non-default,"50,614"
46,123500,95,695,N,1418,10900,123500,0.130092,non-default,"51,022"
37,150407,84,720,Y,1821,6049,113900,0.301041,non-default,"45,787"
52,195000,100,729,Y,802,1347,75000,0.595397,non-default,"44,286"
42,94000,100,658,Y,2725,4323,260000,0.630349,non-default,"49,894"
42,152000,80,737,N,1513,5200,235000,0.290962,non-default,"56,763"
36,192000,80,673,N,2642,5025,425000,0.525804,non-default,"44,228"
32,162298,102,646,N,3986,4210,147000,0.946793,non-default,"46,199"
26,180000,97,646,Y,2807,4478,139600,0.626842,non-default,"43,217"
36,284000,80,669,N,574,12500,65000,0.04592,non-default,"48,688"
37,165000,100,694,Y,1511,3597,81900,0.420072,non-default,"45,787"
60,35120,80,711,N,695,5541,94900,0.125429,non-default,"45,787"
27,141975,95,701,N,765,2575,93900,0.297087,non-default,"38,550"
60,115200,90,562,Y,2650,4518,195000,0.586543,non-default,"41,275"
42,298775,95,627,N,2347,5025,250000,0.467094,non-default,"52,354"
37,364000,80,678,N,1232,3017,100000,0.408353,non-default,"39,326"
68,131000,100,724,Y,1610,3350,160000,0.480597,non-default,"48,688"
54,104800,100,685,N,1950,7896,335000,0.24696,non-default,"49,894"
37,180500,95,685,Y,1145,3333,80000,0.343534,non-default,"40,171"
34,275500,95,535,Y,793,2236,101650,0.354651,non-default,"53,275"
25,224685,90,634,N,0,5025,75000,0,non-default,"41,275"
44,300700,69,632,N,3082,5025,280300,0.613372,non-default,"44,476"
25,98250,75,705,N,1942,5965,168579,0.325566,non-default,"42,590"
37,232750,100,647,N,0,5025,130000,0,non-default,"43,003"
37,198000,90,667,N,1322,2253,119900,0.586773,non-default,"40,171"
24,192900,100,741,N,2369,5000,215001,0.4738,non-default,"49,894"
34,137750,95,632,N,1288,5025,95000,0.256335,non-default,"44,286"
49,224900,90,660,Y,736,1733,92135,0.424697,default,"39,326"
43,166840,97,625,Y,0,5025,190000,0,non-default,"49,894"
37,148500,100,702,Y,1391,2831,105000,0.491346,non-default,"40,171"
45,217920,100,626,Y,696,1421,64000,0.489796,non-default,"38,550"
28,84245,102,631,N,2509,5333,189887,0.470467,non-default,"43,217"
53,40740,97,673,N,2397,6632,193000,0.361429,non-default,"56,763"
63,97900,100,786,N,2698,6661,250055,0.405044,non-default,"48,688"
50,209000,95,672,Y,1251,2231,98500,0.560735,non-default,"44,228"
43,195252,90,570,Y,709,2730,92500,0.259707,non-default,"53,275"
26,160370,102,672,Y,809,1751,100000,0.462022,non-default,"53,123"
37,138700,95,751,Y,4550,9411,213520,0.483477,non-default,"40,171"
42,125950,92,670,N,859,3437,127850,0.249927,non-default,"43,217"
24,179000,99,638,N,490,24689,64000,0.019847,non-default,"39,000"
28,84900,100,722,N,2819,6301,199001,0.447389,non-default,"44,476"
37,151650,90,678,N,2005,3780,118500,0.530423,non-default,"41,275"
37,200170,95,732,N,1826,5025,275000,0.363406,non-default,"42,617"
37,105883,100,743,N,1230,4350,140500,0.282759,non-default,"56,763"
33,210000,84,641,Y,686,1917,43500,0.357851,non-default,"44,286"
32,206200,95,630,N,985,3378,108500,0.291593,non-default,"41,275"
34,166250,100,651,Y,1498,4087,180000,0.366528,non-default,"49,894"
28,92600,100,761,N,1671,7550,151665,0.221325,non-default,"40,171"
42,252000,90,600,Y,1945,4002,245500,0.486007,non-default,"45,787"
31,101850,97,749,N,1449,5762,176000,0.251475,non-default,"45,787"
37,82000,100,726,Y,1831,5736,224900,0.319212,non-default,"53,275"
26,81200,102,773,N,1733,6396,174000,0.270951,non-default,"45,787"
38,97100,90,733,Y,2777,12115,217990,0.22922,non-default,"49,894"
48,78000,100,623,Y,2413,6400,153750,0.377031,non-default,"40,171"
46,38800,97,768,N,1435,7000,38800,0.205,non-default,"51,022"
25,183600,90,686,N,8618,22916,312501,0.376069,non-default,"44,476"
27,220000,100,629,Y,1401,4898,162000,0.286035,non-default,"55,914"
51,133500,100,584,Y,1927,4704,179500,0.409651,non-default,"43,217"
45,322700,98,617,Y,626,1872,60000,0.334402,non-default,"33,659"
42,270000,100,640,Y,1266,3034,117954,0.417271,non-default,"42,590"
41,261950,73,678,Y,917,2900,70000,0.316207,non-default,"43,725"
35,103000,100,768,N,2213,7114,350000,0.311077,non-default,"44,228"
32,40800,97,621,N,4216,8378,282827,0.503223,non-default,"43,217"
37,142400,95,784,N,688,3990,86250,0.172431,non-default,"40,171"
41,76000,100,600,Y,2914,5832,175000,0.499657,non-default,"40,171"
37,130000,100,666,Y,1498,3130,189160,0.478594,non-default,"45,787"
42,171300,97,680,N,1002,3600,151800,0.278333,non-default,"40,171"
37,94800,80,634,Y,1419,5027,177900,0.282276,non-default,"45,787"
27,65700,98,739,N,1626,7950,347500,0.204528,non-default,"49,894"
44,197925,102,628,N,1232,3000,145000,0.410667,non-default,"45,787"
37,35000,70,778,N,3003,8750,164500,0.3432,non-default,"41,275"
27,148400,100,699,N,1857,4652,134000,0.399183,non-default,"57,352"
29,95850,100,715,N,1637,7500,165000,0.218267,non-default,"43,003"
37,172495,85,628,N,1829,2832,91950,0.645833,non-default,"41,275"
37,197600,65,695,N,1778,4344,117800,0.4093,non-default,"44,476"
26,209000,91,762,N,1337,2709,107500,0.49354,non-default,"40,171"
32,127385,95,747,N,1597,5329,166000,0.299681,non-default,"53,275"
38,121153,97,778,N,1487,4730,165000,0.314376,non-default,"38,550"
26,120203,100,747,N,0,6100,141000,0,non-default,"46,984"
30,194650,80,654,Y,763,3380,45000,0.22574,non-default,"44,286"
37,157500,90,601,Y,2690,9000,208628,0.298889,non-default,"43,217"
27,133850,97,629,N,1278,5438,160000,0.235013,non-default,"44,160"
37,146500,100,772,N,2832,7304,160000,0.387733,non-default,"40,171"
37,135000,100,647,N,1935,3450,156500,0.56087,non-default,"41,275"
41,220000,53,684,N,2910,11900,337000,0.244538,default,"41,275"
27,272700,80,627,N,0,5025,190000,0,non-default,"55,970"
30,174900,100,607,N,2107,5254,200000,0.401028,non-default,"45,787"
37,172900,95,669,N,1417,3200,185000,0.442813,non-default,"51,022"
32,101000,100,700,N,1918,6000,114500,0.319667,non-default,"45,787"
37,107250,75,795,N,2594,9541,392500,0.271879,non-default,"48,688"
32,252270,90,710,N,5508,13584,289900,0.405477,non-default,"40,171"
37,77000,94,707,Y,1618,6014,150000,0.269039,non-default,"56,763"
57,194588,95,455,Y,1371,1859,74000,0.737493,non-default,"44,286"
26,108000,94,665,N,2293,5088,130000,0.450668,non-default,"44,160"
75,284000,80,758,N,2087,9900,322000,0.210808,non-default,"49,894"
24,95800,93,605,N,3366,5150,168500,0.653592,non-default,"39,000"
51,181300,90,658,N,1163,2687,130100,0.432825,default,"38,550"
34,172080,100,640,N,1427,4756,52000,0.300042,non-default,"44,286"
41,163850,95,755,Y,1465,2995,87596,0.489149,default,"44,476"
35,143000,100,683,N,1947,5025,125500,0.387487,non-default,"40,171"
25,82900,100,664,N,1595,4568,93300,0.349168,non-default,"43,042"
55,53350,97,778,N,2615,6137,210000,0.426104,non-default,"53,275"
47,108000,90,699,N,3313,10823,390000,0.306107,non-default,"49,894"
40,99000,100,758,Y,1512,6370,102000,0.237363,non-default,"40,171"
37,279000,90,692,Y,1241,2975,110069,0.417143,non-default,"49,894"
23,115000,100,778,N,1418,5000,179950,0.2836,non-default,"49,894"
37,143200,80,778,N,846,2250,107000,0.376,non-default,"43,003"
34,282270,97,769,Y,1190,2604,161766,0.456989,non-default,"46,984"
31,252000,90,684,N,1611,2854,69500,0.564471,non-default,"44,160"
37,192000,80,752,N,2363,8563,334900,0.275955,non-default,"53,275"
28,137025,102,709,Y,1686,3545,139500,0.475599,non-default,"41,275"
52,109625,100,703,N,1931,5003,157000,0.385968,non-default,"42,590"
56,117000,75,752,N,2033,5750,210000,0.353565,non-default,"46,199"
38,245000,73,686,Y,2687,5025,245000,0.53476,non-default,"56,772"
42,187000,100,736,N,896,3156,33500,0.283904,non-default,"38,550"
34,236000,80,686,Y,1067,2083,75500,0.512242,non-default,"38,550"
44,67900,95,687,N,2201,5250,155000,0.419238,non-default,"49,894"
29,225000,100,663,N,772,2146,111671,0.359739,non-default,"38,550"
40,186000,97,730,N,1711,3035,217000,0.563756,non-default,"45,787"
34,166250,95,660,Y,740,1929,86000,0.383618,non-default,"39,000"
36,102000,85,569,N,2299,6224,83000,0.369377,non-default,"44,286"
34,143500,100,665,N,3385,5417,168701,0.624885,default,"41,275"
37,88900,100,674,N,2846,5176,295000,0.549845,non-default,"56,772"
28,153150,97,744,N,1299,4400,188000,0.295227,non-default,"42,590"
25,217219,89,636,Y,2418,3423,153075,0.706398,non-default,"41,275"
37,166700,95,655,N,1736,3120,158000,0.55641,non-default,"45,787"
50,159200,80,744,N,3128,6408,290416,0.48814,non-default,"49,894"
42,92500,100,660,Y,1744,5000,135000,0.3488,non-default,"53,123"
32,237400,95,729,N,836,2700,48000,0.30963,non-default,"43,217"
37,117351,90,727,N,1256,5416,122000,0.231905,non-default,"40,171"
26,112000,100,533,Y,1027,2959,144227,0.347077,non-default,"39,000"
30,111400,99,718,N,2138,8450,387000,0.253018,non-default,"49,894"
33,143460,100,723,N,2064,4951,156900,0.416885,non-default,"40,171"
37,96400,80,715,N,2696,9303,320000,0.289799,non-default,"49,894"
26,133660,100,778,Y,2244,5833,388475,0.384708,non-default,"44,160"
37,599000,69,698,N,3784,9143,193900,0.413869,non-default,"44,623"
30,116800,80,681,N,2422,15000,418014,0.161467,non-default,"42,590"
40,57000,95,778,N,929,3682,162000,0.252309,non-default,"46,984"
25,127000,100,522,Y,2087,6760,182900,0.308728,non-default,"44,476"
38,145492,100,697,Y,1761,4216,206000,0.417694,non-default,"53,123"
24,150000,100,654,Y,610,2643,75900,0.230798,non-default,"42,519"
41,76920,80,757,Y,1783,5309,152000,0.335845,non-default,"44,476"
32,222345,100,573,Y,1322,2743,124247,0.481954,non-default,"43,217"
37,116400,80,760,Y,2110,2819,165000,0.748492,non-default,"51,022"
26,213300,97,685,Y,1157,1825,52500,0.633973,non-default,"41,275"
33,122550,95,761,N,1147,4038,122700,0.284052,non-default,"38,281"
34,261000,90,575,N,1925,3836,112670,0.501825,non-default,"44,623"
25,79200,90,735,N,3349,5870,282500,0.570528,non-default,"51,022"
25,109600,80,649,Y,1314,3754,104000,0.350027,non-default,"35,523"
29,57900,100,684,N,1916,6483,171500,0.295542,non-default,"45,787"
46,450000,90,719,N,1255,5025,173000,0.249767,non-default,"46,984"
36,140600,97,717,N,0,6000,250000,0,non-default,"56,772"
44,124800,80,576,Y,2529,6596,289000,0.383414,non-default,"45,787"
31,231000,83,766,N,2385,5000,237000,0.477,non-default,"52,354"
47,101650,100,664,Y,3438,7802,122000,0.440656,non-default,"40,171"
37,132800,80,723,N,1902,6500,181500,0.292615,non-default,"44,286"
50,155295,102,524,Y,1821,3220,136519,0.565528,non-default,"43,217"
26,120000,80,713,Y,1069,3039,125000,0.35176,non-default,"43,003"
30,197600,95,702,N,2151,4675,185000,0.460107,non-default,"44,476"
44,160950,95,733,N,2280,4047,320000,0.56338,non-default,"44,228"
38,135700,98,603,N,2080,5752,186988,0.361613,non-default,"42,590"
38,276649,95,567,N,662,1560,44000,0.424359,non-default,"39,000"
47,105300,90,777,N,1951,4331,142901,0.450473,non-default,"42,590"
51,80800,100,682,N,1354,4389,80800,0.308499,non-default,"40,171"
37,142400,80,765,N,1156,2669,90000,0.433121,non-default,"39,000"
28,216550,98,667,N,644,2029,95000,0.317398,non-default,"42,590"
39,155300,95,620,N,1832,3938,172000,0.465211,non-default,"44,160"
41,191500,86,785,Y,1125,2800,109180,0.401786,non-default,"40,171"
56,288000,90,648,N,1891,5025,140000,0.376342,non-default,"40,171"
44,204681,100,694,N,1283,3385,99900,0.379025,non-default,"39,000"
37,314521,95,785,N,0,5025,212900,0,non-default,"41,275"
35,218000,81,681,N,0,12752,283500,0,non-default,"49,894"
26,231750,91,648,N,4036,5025,177762,0.803235,non-default,"41,275"
42,166800,97,614,Y,2022,3987,174900,0.507148,non-default,"44,286"
62,69500,80,738,Y,3577,7472,334615,0.478721,non-default,"40,171"
37,119000,87,679,N,1656,4350,208000,0.38069,non-default,"39,395"
32,112712,90,588,N,1940,6382,177160,0.30398,non-default,"55,914"
25,134000,100,702,Y,1671,3900,122000,0.428462,non-default,"45,787"
45,64000,80,739,N,3580,8350,330000,0.428743,non-default,"49,894"
37,120000,67,691,N,3877,9400,275000,0.412447,non-default,"41,275"
24,115920,80,763,Y,1679,3421,151000,0.490792,non-default,"44,286"
30,229500,85,639,Y,558,1612,48500,0.346154,non-default,"56,763"
37,263200,80,756,N,2191,8958,246399,0.244586,non-default,"42,590"
42,160000,100,660,Y,2064,7091,199900,0.291073,non-default,"39,000"
63,213750,95,629,N,0,5025,230000,0,non-default,"40,171"
52,106000,100,742,N,2248,5118,170001,0.439234,non-default,"49,894"
28,211600,80,715,N,1632,3997,149500,0.408306,non-default,"42,617"
40,165559,100,743,N,3445,5715,186140,0.6028,non-default,"40,171"
35,249300,90,624,N,1162,5025,120000,0.231258,non-default,"40,171"
27,149600,100,690,N,806,3750,109000,0.214933,non-default,"45,787"
37,103500,90,778,N,888,4160,103500,0.213462,non-default,"45,787"
38,119310,97,583,N,2140,5666,270000,0.377691,non-default,"43,217"
22,168581,100,634,N,0,2500,108000,0,non-default,"40,171"
49,140650,97,718,N,2916,8126,174100,0.358848,non-default,"44,160"
28,134400,99,782,Y,1757,5078,186000,0.346002,non-default,"45,787"
27,66500,95,565,N,1061,3809,115000,0.278551,non-default,"45,787"
37,95000,100,789,N,1970,6333,237835,0.311069,non-default,"42,617"
40,224000,80,541,N,667,2642,76000,0.25246,non-default,"45,787"
41,116000,86,728,N,2105,5415,205000,0.388735,non-default,"56,763"
34,297271,102,615,N,1163,2712,79000,0.428835,non-default,"56,763"
26,229680,99,620,N,0,4157,190000,0,non-default,"49,894"
48,74800,80,629,N,0,10700,220000,0,non-default,"41,275"
40,158950,85,765,N,1471,2675,65000,0.549907,non-default,"44,160"
46,252000,90,678,N,7108,5025,170000,1.414616,non-default,"50,152"
25,124600,89,703,N,1734,3552,235000,0.488176,non-default,"51,022"
37,152000,88,663,Y,1276,2320,110000,0.55,non-default,"56,763"
35,99000,100,706,N,1782,5583,208000,0.319183,non-default,"44,228"
37,152000,84,716,N,1966,4689,170207,0.419279,non-default,"45,787"
37,200700,90,698,N,1072,2500,65000,0.4288,non-default,"44,160"
38,171160,80,631,Y,1131,3057,77550,0.369971,non-default,"41,275"
38,165000,66,675,N,2074,5105,230160,0.406268,non-default,"45,787"
51,169536,98,652,N,2146,4167,154072,0.514999,non-default,"43,217"
24,85920,80,729,N,894,6416,118000,0.139339,non-default,"43,003"
41,98000,93,684,N,1186,6925,189000,0.171264,non-default,"46,984"
44,191000,100,663,N,925,4500,126000,0.205556,non-default,"43,988"
39,226243,102,573,Y,1591,2083,116442,0.763802,non-default,"41,275"
37,275000,100,674,N,975,2770,81300,0.351986,non-default,"37,396"
26,87300,97,706,Y,1128,3336,140000,0.338129,non-default,"52,354"
31,150350,97,673,N,3034,4246,141747,0.714555,non-default,"41,275"
28,86400,80,728,N,0,4300,160000,0,default,"45,787"
37,168000,80,761,N,1095,2499,87001,0.438175,non-default,"44,623"
37,265000,77,788,Y,979,2085,88890,0.469544,non-default,"40,171"
38,130000,100,634,N,0,4500,230000,0,non-default,"49,894"
37,322700,80,706,N,705,5025,79000,0.140307,non-default,"40,171"
37,321100,90,663,N,0,5025,208915,0,non-default,"56,772"
36,124500,100,709,N,1517,3603,127000,0.421038,non-default,"40,171"
54,200700,95,735,Y,1062,1733,100560,0.61281,non-default,"43,217"
34,109200,80,736,N,3482,6331,320000,0.549992,non-default,"49,894"
37,92150,95,778,N,1250,3640,125000,0.343407,non-default,"47,220"
37,177000,100,787,N,935,2290,130000,0.408297,non-default,"38,550"
44,139000,90,770,Y,1331,3721,175000,0.3577,non-default,"43,003"
32,195281,85,683,N,961,3800,119500,0.252895,non-default,"49,894"
48,142000,80,637,Y,1690,4000,119000,0.4225,non-default,"40,171"
25,118650,95,746,Y,1226,3533,120000,0.347014,non-default,"35,523"
34,92625,95,735,N,1672,2779,141900,0.601655,non-default,"43,217"
32,90000,90,706,N,1315,2545,62001,0.516699,non-default,"43,988"
47,165000,100,547,Y,1646,4204,136292,0.391532,non-default,"43,217"
38,51410,97,647,N,2859,6000,234000,0.4765,non-default,"44,160"
37,128301,95,641,N,2006,3640,204000,0.551099,non-default,"48,688"
35,305000,79,626,N,1515,3591,92000,0.421888,non-default,"41,275"
39,100700,95,718,Y,1302,3016,87000,0.431698,non-default,"41,275"
40,53000,100,694,N,1190,6250,112591,0.1904,non-default,"41,275"
29,148000,100,633,Y,1428,3161,178200,0.451756,non-default,"49,894"
37,163576,100,639,N,843,3167,128000,0.266183,non-default,"56,763"
36,66500,95,771,Y,1628,3598,152490,0.452474,non-default,"43,217"
37,171500,90,708,N,1077,2838,73000,0.379493,non-default,"44,160"
22,99000,90,718,Y,2319,6250,235000,0.37104,non-default,"53,275"
38,282150,95,684,N,1129,5025,104000,0.224691,non-default,"41,275"
37,110000,100,774,Y,1139,5250,133000,0.216952,non-default,"45,787"
25,202850,95,668,Y,1349,3284,82000,0.41078,non-default,"43,217"
36,66800,97,672,N,2544,5850,273000,0.434872,non-default,"42,617"
37,151050,95,727,N,4439,5416,282000,0.819609,non-default,"55,914"
32,177625,102,790,N,1315,3381,117900,0.388938,non-default,"38,550"
37,110250,90,736,N,1310,3128,160000,0.418798,non-default,"40,171"
25,125665,100,638,Y,1666,2903,110000,0.573889,non-default,"43,217"
56,70000,47,772,N,3742,10211,103000,0.366468,non-default,"55,914"
32,124400,90,618,Y,1310,2968,151802,0.441375,non-default,"37,587"
37,274500,90,712,N,1217,3324,137000,0.366125,non-default,"37,587"
40,139650,95,596,N,1584,4830,115715,0.32795,non-default,"41,275"
38,116000,92,727,N,1769,2668,162001,0.663043,non-default,"40,171"
21,136182,100,582,N,1206,3900,165335,0.309231,non-default,"43,217"
48,124600,97,678,N,1389,5236,150000,0.265279,non-default,"44,476"
37,63500,100,629,N,3034,5920,130000,0.5125,non-default,"41,275"
39,243600,102,713,N,575,1895,72470,0.30343,non-default,"45,787"
25,114000,95,669,Y,1554,3930,205650,0.39542,non-default,"43,217"
27,186500,100,536,Y,1084,4850,115000,0.223505,non-default,"40,171"
37,176000,80,628,Y,1402,2253,105000,0.622281,non-default,"40,171"
53,174300,95,654,N,4220,5025,253400,0.839854,non-default,"40,171"
35,166250,95,768,N,1120,2800,119000,0.4,non-default,"44,286"
26,125100,90,769,N,2034,4595,192000,0.442655,non-default,"51,022"
37,46200,98,791,N,2289,8562,230000,0.267344,non-default,"49,894"
36,128000,100,701,N,757,6000,83000,0.126167,non-default,"35,201"
22,81100,95,686,Y,2231,6448,172500,0.345999,non-default,"44,476"
21,127800,90,652,N,2020,5600,145000,0.360714,non-default,"49,894"
38,200000,100,644,Y,822,4864,129950,0.168997,non-default,"41,275"
47,110000,100,572,Y,1730,3310,143900,0.522659,non-default,"43,217"
42,110000,100,763,N,1763,4766,158575,0.369912,non-default,"39,326"
39,126120,100,682,Y,957,3956,93000,0.241911,non-default,"40,171"
32,134340,97,688,N,2278,4596,95000,0.495648,non-default,"44,160"
23,45000,74,706,N,1887,7300,45000,0.258493,non-default,"49,894"
33,126773,102,767,Y,1877,4712,147700,0.398345,default,"43,725"
37,56000,80,681,N,3983,8500,375000,0.468588,non-default,"44,228"
35,97850,95,685,N,1403,3986,181000,0.351982,non-default,"44,476"
24,96000,100,669,N,2882,7192,240000,0.400723,non-default,"49,894"
